race,discuss_politics,ideology,party,church_goer,age,gender,political_interest,patriotism,state,ground_truth
white,Yes,slightly liberal,an independent who leans Democratic,attend church,18,woman,somewhat,neither good nor bad,Kentucky,Clinton
asian,,liberal,a strong democrat,do not attend church,21,woman,,,Massachusetts,Non-voter
white,Yes,liberal,an independent,do not attend church,60,man,somewhat,neither good nor bad,Idaho,Non-voter
hispanic,Yes,conservative,a weak Republican,attend church,58,woman,somewhat,extremely good,Connecticut,Trump
white,Yes,extremely liberal,an independent,attend church,29,man,somewhat,neither good nor bad,Tennessee,Clinton
white,Yes,liberal,an independent,do not attend church,29,man,very,neither good nor bad,California,Non-voter
white,Yes,conservative,an independent who leans Republican,attend church,49,man,somewhat,extremely good,Georgia,Trump
white,Yes,moderate,an independent who leans Republican,attend church,25,woman,somewhat,moderately good,Minnesota,Trump
white,Yes,moderate,an independent who leans Republican,do not attend church,36,man,somewhat,neither good nor bad,Georgia,Non-voter
white,Yes,extremely liberal,an independent who leans Democratic,do not attend church,35,woman,somewhat,moderately bad,Massachusetts,Clinton
white,Yes,conservative,a weak Republican,attend church,52,man,somewhat,extremely good,Idaho,Non-voter
white,,slightly conservative,a weak Republican,attend church,36,man,,,Florida,Non-voter
white,No,,a strong Republican,do not attend church,53,woman,somewhat,moderately good,Tennessee,Trump
white,Yes,liberal,an independent who leans Democratic,attend church,32,woman,not very,moderately good,New Jersey,Clinton
hispanic,Yes,,an independent,attend church,22,woman,somewhat,extremely good,Georgia,Non-voter
white,Yes,liberal,a weak Democrat,attend church,35,man,very,neither good nor bad,Kansas,Clinton
,Yes,liberal,a strong democrat,do not attend church,64,man,very,extremely good,California,Clinton
white,Yes,,a weak Democrat,do not attend church,66,woman,somewhat,moderately good,Colorado,Clinton
white,Yes,slightly conservative,a weak Republican,attend church,58,man,somewhat,moderately good,Minnesota,Trump
white,No,slightly liberal,a strong democrat,do not attend church,31,woman,not at all,extremely good,Michigan,Clinton
black,Yes,,a strong democrat,attend church,65,woman,somewhat,neither good nor bad,Illinois,Clinton
white,Yes,moderate,an independent,attend church,72,woman,not very,neither good nor bad,New York,Non-voter
white,Yes,liberal,a strong democrat,attend church,51,woman,somewhat,extremely good,Tennessee,Clinton
white,Yes,liberal,a strong democrat,attend church,45,woman,somewhat,neither good nor bad,Illinois,Clinton
white,Yes,moderate,a strong democrat,attend church,51,man,very,moderately good,Ohio,Clinton
white,Yes,conservative,a strong Republican,attend church,30,man,somewhat,extremely good,Tennessee,Non-voter
white,Yes,conservative,a strong Republican,attend church,61,man,somewhat,extremely good,Massachusetts,Trump
,,conservative,a weak Republican,attend church,66,woman,,,Florida,Non-voter
white,Yes,liberal,an independent who leans Democratic,attend church,42,man,somewhat,neither good nor bad,Illinois,Non-voter
white,Yes,extremely conservative,a strong Republican,attend church,28,woman,somewhat,extremely good,Illinois,Trump
,,,an independent,do not attend church,56,woman,,,Tennessee,Non-voter
white,Yes,conservative,a strong Republican,attend church,69,woman,not very,extremely good,Georgia,Trump
asian,Yes,conservative,a weak Republican,do not attend church,45,man,not at all,moderately bad,New York,Non-voter
white,,,a strong democrat,do not attend church,69,man,,,Pennsylvania,Non-voter
white,Yes,liberal,a strong democrat,,87,woman,very,extremely good,Pennsylvania,Clinton
white,No,,an independent,do not attend church,48,woman,not at all,a little good,Oklahoma,Non-voter
white,Yes,slightly liberal,a weak Democrat,do not attend church,74,woman,somewhat,a little good,Pennsylvania,Clinton
white,Yes,conservative,a strong Republican,do not attend church,35,woman,somewhat,moderately good,Louisiana,Trump
white,Yes,moderate,a strong democrat,attend church,56,woman,somewhat,neither good nor bad,Louisiana,Non-voter
asian,Yes,slightly liberal,an independent who leans Republican,attend church,50,man,not at all,neither good nor bad,Massachusetts,Clinton
hispanic,,moderate,an independent,attend church,21,woman,,,Florida,Non-voter
asian,,conservative,a strong Republican,attend church,66,man,,,California,Non-voter
white,,,a weak Democrat,do not attend church,28,man,,,North Carolina,Non-voter
white,Yes,conservative,a weak Republican,attend church,67,woman,somewhat,extremely good,Minnesota,Trump
,Yes,,an independent,do not attend church,39,man,somewhat,neither good nor bad,California,Non-voter
hispanic,Yes,slightly liberal,an independent who leans Democratic,do not attend church,36,man,somewhat,a little good,Illinois,Clinton
white,No,moderate,an independent,attend church,56,woman,somewhat,extremely good,Pennsylvania,Trump
white,,slightly liberal,a weak Democrat,do not attend church,21,woman,,,Connecticut,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,,man,somewhat,moderately good,Florida,Non-voter
white,,,a weak Democrat,do not attend church,42,man,,,Illinois,Non-voter
,,conservative,a weak Democrat,attend church,46,woman,,,Maryland,Non-voter
white,Yes,conservative,a weak Republican,attend church,19,man,somewhat,extremely good,Virginia,Non-voter
white,,liberal,a strong democrat,attend church,,man,,,New York,Non-voter
black,,,a strong democrat,attend church,63,woman,,,Indiana,Non-voter
white,,slightly conservative,an independent who leans Republican,attend church,,man,,,Maryland,Non-voter
,Yes,slightly conservative,an independent who leans Republican,do not attend church,57,man,very,extremely good,Ohio,Trump
white,Yes,slightly conservative,a weak Democrat,attend church,48,man,somewhat,extremely good,Indiana,Trump
black,,moderate,a weak Democrat,do not attend church,20,man,,,Wisconsin,Non-voter
white,Yes,slightly conservative,an independent who leans Republican,attend church,37,woman,not very,extremely good,North Carolina,Trump
asian,Yes,liberal,a strong democrat,do not attend church,58,man,very,moderately good,Colorado,Clinton
white,Yes,liberal,an independent who leans Democratic,do not attend church,22,man,somewhat,neither good nor bad,Massachusetts,Clinton
white,Yes,conservative,an independent,do not attend church,24,man,very,neither good nor bad,Colorado,Non-voter
white,Yes,slightly liberal,an independent,do not attend church,51,woman,not very,extremely good,Oregon,Non-voter
asian,,,an independent,do not attend church,21,man,,,Pennsylvania,Non-voter
white,,conservative,a strong Republican,do not attend church,59,man,,,Nevada,Non-voter
white,Yes,conservative,a weak Republican,attend church,60,woman,very,extremely good,Indiana,Trump
white,Yes,slightly liberal,a strong democrat,attend church,,,somewhat,moderately good,New York,Clinton
white,Yes,slightly conservative,a weak Republican,attend church,27,woman,very,extremely good,Georgia,Non-voter
,Yes,liberal,a strong democrat,do not attend church,54,woman,somewhat,extremely bad,California,Clinton
white,Yes,extremely liberal,a strong democrat,attend church,40,woman,very,extremely good,New York,Clinton
asian,No,,an independent,attend church,68,man,somewhat,moderately good,Virginia,Trump
black,Yes,conservative,a weak Democrat,attend church,35,woman,somewhat,neither good nor bad,California,Clinton
white,Yes,,an independent,attend church,42,woman,not very,extremely good,Wisconsin,Non-voter
white,Yes,extremely liberal,a strong democrat,attend church,65,man,very,moderately good,Massachusetts,Clinton
white,Yes,liberal,a strong democrat,do not attend church,66,man,not very,a little good,New Jersey,Clinton
white,Yes,,a strong democrat,attend church,50,woman,somewhat,moderately good,Wisconsin,Clinton
asian,Yes,moderate,a strong democrat,attend church,,woman,very,extremely good,Iowa,Clinton
hispanic,No,,a strong democrat,do not attend church,90,woman,not very,extremely good,California,Clinton
white,Yes,slightly liberal,an independent who leans Democratic,do not attend church,32,man,not very,moderately good,Nebraska,Non-voter
white,Yes,slightly conservative,an independent who leans Republican,attend church,33,man,somewhat,moderately good,Florida,Non-voter
white,Yes,,a weak Democrat,do not attend church,25,woman,very,neither good nor bad,Colorado,Clinton
white,Yes,liberal,a strong democrat,attend church,48,woman,very,neither good nor bad,California,Clinton
white,No,,an independent,attend church,31,woman,somewhat,neither good nor bad,Kentucky,Trump
white,Yes,conservative,a strong Republican,attend church,41,man,not very,extremely good,Iowa,Trump
asian,No,conservative,an independent,do not attend church,84,man,not at all,extremely good,California,Non-voter
hispanic,,moderate,an independent who leans Republican,do not attend church,43,woman,,,Arizona,Clinton
white,Yes,moderate,an independent,attend church,32,woman,not very,extremely good,Kansas,Trump
white,Yes,liberal,an independent who leans Democratic,do not attend church,25,man,very,neither good nor bad,Ohio,Trump
asian,,conservative,an independent who leans Republican,attend church,,man,,,Oklahoma,Non-voter
white,Yes,liberal,a strong democrat,attend church,57,man,somewhat,neither good nor bad,Missouri,Clinton
white,Yes,,a weak Democrat,attend church,19,man,somewhat,extremely good,Ohio,Trump
black,Yes,,a weak Democrat,attend church,32,woman,somewhat,moderately good,Ohio,Non-voter
white,Yes,conservative,an independent who leans Republican,attend church,56,man,somewhat,extremely good,North Carolina,Trump
white,Yes,slightly liberal,a weak Republican,attend church,50,man,somewhat,moderately good,California,Clinton
white,Yes,slightly conservative,an independent,do not attend church,,woman,not at all,moderately good,California,Non-voter
black,No,,a strong democrat,attend church,53,woman,somewhat,moderately good,North Carolina,Clinton
white,Yes,,an independent who leans Republican,do not attend church,48,woman,somewhat,extremely good,Kentucky,Trump
white,Yes,moderate,a weak Democrat,do not attend church,25,man,somewhat,moderately bad,Massachusetts,Clinton
white,Yes,extremely conservative,an independent who leans Republican,attend church,77,man,very,extremely good,New York,Trump
hispanic,Yes,liberal,a strong democrat,do not attend church,19,woman,somewhat,neither good nor bad,California,Clinton
white,Yes,extremely conservative,a strong Republican,attend church,82,woman,somewhat,extremely good,Texas,Trump
white,Yes,extremely liberal,an independent,do not attend church,42,woman,very,neither good nor bad,Kentucky,Trump
white,Yes,slightly conservative,an independent who leans Republican,attend church,22,man,somewhat,moderately good,Illinois,Non-voter
white,Yes,slightly conservative,an independent who leans Republican,do not attend church,39,woman,somewhat,extremely good,Georgia,Non-voter
black,Yes,,a strong democrat,attend church,35,woman,somewhat,extremely bad,Texas,Non-voter
,Yes,conservative,a strong Republican,attend church,58,man,somewhat,extremely good,Washington,Trump
white,Yes,slightly liberal,a weak Democrat,do not attend church,32,man,somewhat,extremely good,Georgia,Clinton
white,,slightly liberal,an independent who leans Democratic,do not attend church,34,man,,,Idaho,Non-voter
white,Yes,slightly conservative,a weak Republican,attend church,36,woman,somewhat,extremely good,Arizona,Trump
black,No,,an independent,attend church,29,woman,not at all,a little good,Nebraska,Non-voter
white,Yes,conservative,a strong Republican,attend church,68,man,very,extremely good,Virginia,Trump
white,Yes,liberal,a strong democrat,do not attend church,67,woman,very,moderately good,California,Clinton
white,Yes,slightly liberal,a strong democrat,attend church,79,woman,very,extremely good,Arizona,Clinton
white,Yes,conservative,an independent who leans Republican,attend church,59,man,very,extremely good,Montana,Trump
white,Yes,slightly conservative,an independent,attend church,61,man,not very,moderately good,Florida,Trump
white,Yes,slightly liberal,an independent,attend church,48,man,very,moderately good,Nebraska,Clinton
white,Yes,slightly liberal,an independent,attend church,54,man,very,extremely good,New York,Clinton
white,No,,an independent who leans Republican,do not attend church,80,woman,very,extremely good,Texas,Trump
